,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
740,MIND,"MIND Technology, Inc.",8.29M,-0.18%,3053,38.72M
741,WETG,"WeTrade Group, Inc.",8.27M,-2.91%,14422,4.72M
742,BLBX,Blackboxstocks Inc.,8.26M,0.57%,4907,3.39M
743,LYT,Lytus Technologies Holdings PTV. Ltd.,8.09M,-4.15%,141129,19.39M
744,JNVR,Janover Inc.,8.00M,-2.30%,1026,2.11M
745,IFBD,"Infobird Co., Ltd",7.98M,-,253695,2.93M
746,SCKT,"Socket Mobile, Inc.",7.62M,-1.98%,9082,17.81M
747,QH,Quhuo Limited,7.59M,-0.83%,3650,510.07M
748,MICS,"The Singing Machine Company, Inc.",7.44M,3.39%,39855,29.05M
749,BOXL,Boxlight Corporation,7.30M,0.14%,136537,176.72M
750,UAVS,"AgEagle Aerial Systems, Inc.",7.13M,-11.00%,660013,15.29M
751,INTZ,Intrusion Inc.,7.11M,-13.62%,995830,5.69M
752,OST,"Ostin Technology Group Co., Ltd.",7.00M,-6.72%,57969,57.53M
753,MOB,Mobilicom Ltd,6.96M,1.47%,15481,1.32M
754,OMQS,OMNIQ Corp.,6.62M,0.18%,15449,90.75M
755,MITQ,"Moving iMage Technologies, Inc.",6.53M,3.24%,13589,19.41M
756,AWIN,AERWINS Technologies Inc.,6.18M,-2.35%,206566,3.18M
757,WAVD,"WaveDancer, Inc.",5.94M,-1.37%,26942,8.55M
758,MRIN,Marin Software Incorporated,5.75M,0.94%,120032,17.73M
759,GVP,"GSE Systems, Inc.",5.75M,16.92%,46124,45.64M
760,SOPA,Society Pass Incorporated,5.59M,-4.73%,2374818,9.14M
761,IMTE,Integrated Media Technology Limited,5.39M,0.39%,868,573.11K
762,AMST,Amesite Inc.,5.39M,9.71%,36908,432.36K
763,VS,Versus Systems Inc.,5.18M,3.94%,56877,454.56K
764,NXTP,"NextPlay Technologies, Inc.",5.07M,-12.84%,48293,2.91M
765,VVPR,VivoPower International PLC,5.02M,3.97%,2667,15.06M
766,CAMP,CalAmp Corp.,4.95M,-3.67%,77007,264.74M
767,TGL,Treasure Global Inc.,4.38M,3.59%,30906,53.59M
768,VJET,voxeljet AG,4.13M,3.33%,152870,29.61M
769,NTRP,NextTrip Inc.,3.89M,-7.48%,4562,522.87K
770,CETX,"Cemtrex, Inc.",3.73M,1.00%,11174,64.28M
771,FRGT,"Freight Technologies, Inc.",3.62M,4.73%,192326,19.68M
772,DATS,"DatChat, Inc.",3.48M,-3.93%,37336,4.42K
773,ASNS,"Actelis Networks, Inc.",3.29M,-,5830,7.12M
774,PEGY,Pineapple Energy Inc.,3.21M,17.76%,4316149,73.79M
775,VERB,"Verb Technology Company, Inc.",3.01M,215.86%,530178924,4.41M
776,WTO,UTime Limited,2.88M,-,15786,21.55M
777,OBLG,"Oblong, Inc.",2.64M,-11.30%,7093704,4.29M
778,PRSO,Peraso Inc.,2.32M,-2.37%,50361,15.80M
779,AUUD,Auddia Inc.,2.30M,-15.50%,626434,-
780,TAOP,Taoping Inc.,2.27M,-,102725,27.77M
781,MYSZ,"My Size, Inc.",1.79M,-,91393,6.69M
782,SYTA,Siyata Mobile Inc.,1.76M,-0.33%,1532,8.47M
783,WISA,"WiSA Technologies, Inc.",1.74M,-7.72%,30940656,2.58M
784,XTKG,X3 Holdings Co Ltd.,1.61M,11.64%,384380,10.05M
785,ASTI,"Ascent Solar Technologies, Inc.",1.27M,2.65%,292284,458.26K
786,BCAN,BYND Cannasoft Enterprises Inc.,979.14K,-0.87%,61311739,1.11M
